epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,8550.04,0.85707,0.52465,0.93186,0.79978,0.85388,0.87622,0.67386,0.9632,0.54722,0.99347,9.91012e-05,9.91012e-05,9.91012e-05
186,8595.03,0.85658,0.52113,0.93435,0.80118,0.85031,0.87518,0.67082,0.96181,0.54662,0.99208,9.36017e-05,9.36017e-05,9.36017e-05
187,8640.41,0.84759,0.52209,0.93111,0.82074,0.84637,0.87521,0.67364,0.96306,0.54645,0.99328,8.81023e-05,8.81023e-05,8.81023e-05
188,8685.74,0.84633,0.51585,0.93127,0.77015,0.87056,0.87522,0.67244,0.96481,0.54611,0.99441,8.26028e-05,8.26028e-05,8.26028e-05
189,8730.87,0.85041,0.51835,0.93405,0.81675,0.80614,0.87571,0.67407,0.96398,0.54891,0.99426,7.71034e-05,7.71034e-05,7.71034e-05
190,8776.36,0.84723,0.51292,0.93031,0.80854,0.81958,0.87361,0.67269,0.96297,0.54549,0.99343,7.1604e-05,7.1604e-05,7.1604e-05
191,8839.13,0.83376,0.48626,0.92403,0.78398,0.85756,0.86876,0.6685,0.96936,0.54884,0.99633,6.61045e-05,6.61045e-05,6.61045e-05
192,8883.45,0.82635,0.48136,0.92095,0.79728,0.84971,0.87187,0.67025,0.96979,0.54869,0.99737,6.06051e-05,6.06051e-05,6.06051e-05
193,8928.15,0.82106,0.47842,0.91853,0.79054,0.85525,0.87266,0.674,0.96726,0.54798,0.9961,5.51056e-05,5.51056e-05,5.51056e-05
194,8973.27,0.82005,0.47441,0.91921,0.80398,0.8502,0.87176,0.67311,0.9685,0.54788,0.99675,4.96062e-05,4.96062e-05,4.96062e-05
195,9018.48,0.81435,0.47615,0.91995,0.80298,0.85102,0.87297,0.67013,0.96929,0.54669,0.9974,4.41067e-05,4.41067e-05,4.41067e-05
196,9063.31,0.8147,0.47279,0.91734,0.79713,0.85674,0.87318,0.67279,0.96837,0.54715,0.99637,3.86073e-05,3.86073e-05,3.86073e-05
197,9108.15,0.81277,0.47355,0.92157,0.79301,0.8592,0.87334,0.67142,0.96791,0.54659,0.99609,3.31078e-05,3.31078e-05,3.31078e-05
198,9152.82,0.8125,0.47186,0.91739,0.80566,0.85661,0.87331,0.67136,0.96798,0.54613,0.99629,2.76084e-05,2.76084e-05,2.76084e-05
199,9197.54,0.80922,0.46979,0.91614,0.81336,0.85295,0.87371,0.67203,0.96786,0.54549,0.99624,2.21089e-05,2.21089e-05,2.21089e-05
200,9242.46,0.80735,0.46804,0.91618,0.81547,0.85266,0.87369,0.6718,0.96817,0.54648,0.99678,1.66095e-05,1.66095e-05,1.66095e-05
